8.483474481555189906e-01,3.970455838243354130e-01
5.872862783621753957e-01,6.273278087182964091e-01
5.353315494739163682e-01,5.466567112254031580e-01
6.943295703023154575e-01,1.194775039821105445e-02
8.976721403518730380e-01,5.069508470105339448e-01
3.833131484677049228e-01,6.044275728901195022e-01
3.354232606453292354e-01,6.413340188741102343e-01
8.698481510445210674e-02,7.503587742698231144e-01
6.916437226221372470e-03,2.803858295362813280e-01
5.292205515879653266e-01,8.588372150044809583e-02
8.699928070701841154e-01,3.581015372219287229e-02
1.610267283303856711e-02,1.239153157040145947e-01
4.421661476294969084e-02,5.021229423129273117e-01
3.778086340893954675e-01,1.125286090547829021e-01
2.914624078369177917e-01,6.959235090377638988e-01
2.976759937006923096e-01,8.746760678845022507e-01
6.656354061043667780e-02,3.182018110423225909e-01
9.941229863193287164e-01,1.660191025525122877e-01
6.132048148127420273e-01,2.983224096239303069e-01
3.313274530507359650e-01,2.512289917677370532e-01
1.890489911786991106e-01,7.724994851285958974e-01
1.982890088588573629e-02,7.716801903885546210e-01
3.530609532040326348e-01,1.595398433138532912e-01
4.796466480764752793e-01,1.130726295209513177e-01
5.844805481877712872e-02,9.652368676859849339e-01
2.001727913356954325e-02,3.540431880833260214e-01
2.423054585420435503e-01,5.540359343296608063e-02
4.801886775103961780e-01,4.997645759843740709e-01
3.377042955127322887e-01,8.014596220254767145e-01
2.053941513867200142e-01,2.668199312758301467e-01
5.661154333888509527e-01,8.903918470710284749e-01
7.917009662918084167e-03,5.900620857563324551e-01
1.830885443974403781e-01,6.201306897166338761e-01
6.992200646965637256e-01,5.101989175536123522e-01
6.639126047375527584e-01,5.531650021579027632e-01
2.549174742223921930e-01,9.882389994284754842e-01
7.977541130589267393e-01,6.197394351439001747e-01
2.366231799875728736e-02,8.020851649946073580e-01
2.019113483781717067e-01,9.548862030107596599e-01
3.563214473869565913e-01,1.864728057198330458e-01
4.388162152215921985e-01,5.633177611223116887e-01
8.777260780194230394e-01,7.055100377856223792e-01
9.947826144093565581e-01,5.204512185662919510e-01
7.395116309916694997e-01,3.102858951089283446e-01
8.609546128951497401e-01,8.623488374451436789e-01
1.696925949531769007e-01,1.715287329607327882e-01
6.720754534059601992e-01,7.833033062373460087e-01
3.774775709978523963e-01,6.866662081354094616e-01
5.536550576489386311e-01,6.577805753668153343e-01
1.504710096181255397e-01,7.637332943942866104e-01
6.928491816275709203e-01,1.270294033396408562e-01
8.628836734320400881e-01,1.714103455673077203e-01
6.463365870473325447e-01,5.841008465100467895e-01
4.989918595262262668e-01,5.705909416926149280e-01
5.482296242559284716e-01,8.888136989249180164e-01
5.899011016940683971e-01,2.481783292087075266e-01
9.893535916614346615e-01,3.711535445804595712e-01
8.927110933908465329e-01,3.742164709508589704e-01
6.550105450805515650e-01,5.804415733813174105e-01
6.022165461603204983e-01,7.350197820910611135e-01
3.894375855877695303e-01,6.763838876264729461e-01
2.960139119974404265e-01,5.214186301339432950e-01
7.179798959736417574e-01,6.886752079984586050e-01
1.984934581664671294e-01,7.499268491511120738e-01
3.848638453488257838e-01,9.353505245490012499e-02
1.830786264313629674e-01,9.321630047288477217e-01
4.851184035241576931e-01,1.060268986032799621e-01
7.748170722555215439e-01,3.479144546889401113e-01
4.161602661107191015e-01,4.091598040594142116e-01
2.284752121807926972e-01,4.827086564387206291e-02
9.815736269126389413e-01,3.991547359608405010e-02
3.567270269371719538e-01,1.578743366752188848e-02
2.970655017650775109e-01,4.519804271048085687e-01
4.880600382300036566e-01,3.777080399563877977e-01
7.383280640005588369e-01,8.369408565850365855e-01
3.246054571542643652e-01,5.745529322303897235e-01
8.505697897159721910e-01,1.229898014698145303e-01
9.002161996100752628e-01,3.188632293284482389e-01
1.398524474785904914e-01,9.407874729987533158e-01
6.991081186607563946e-01,5.507367712447915897e-01
9.492759230007365989e-01,3.370490174597901012e-01
7.917565800339588789e-01,4.991876765657251580e-01
3.750876097685015287e-01,4.045201343709563524e-01
3.752009895466188460e-01,6.810254025933190070e-01
7.669376227612104691e-01,9.385067404493571130e-01
2.493902245362602521e-01,7.124208763714678927e-01
8.466247084495491793e-01,9.769968391351755432e-01
8.919949199093045733e-01,1.656974700019120395e-02
9.007661350926849941e-01,1.786578938595403399e-01
1.394120650946776285e-01,7.470134532882830580e-01
6.774230284465935226e-01,5.807171977224124815e-01
7.134585423406403226e-02,1.958364619887057456e-01
5.799810786559873588e-01,4.528733941678775299e-02
9.268731637545335467e-02,6.767287793340874824e-01
7.168756136641299959e-01,3.261175663835323979e-01
9.368985168740682212e-01,9.772195831579909564e-01
8.716709623556525566e-01,7.570584087563738684e-01
9.179049325559952566e-01,4.459800672109351938e-01
6.484823369671529614e-01,6.001022195737324427e-01
2.092246859525673797e-01,4.131007333101827106e-01
0.000000000000000000e+00,3.333465073043505311e-02
1.010101010101010187e-02,5.285562545451177874e-02
2.020202020202020374e-02,1.684984989795756671e-01
3.030303030303030387e-02,1.113808398546543149e-01
4.040404040404040747e-02,-9.926881220215585944e-02
5.050505050505051108e-02,-8.924361316469985039e-02
6.060606060606060774e-02,-1.116093559753539993e-02
7.070707070707071829e-02,6.717367013649373775e-02
8.080808080808081495e-02,2.497824039671504848e-01
9.090909090909091161e-02,6.661472051927795276e-03
1.010101010101010222e-01,-1.341641725010463693e-01
1.111111111111111188e-01,-2.115573690156265924e-02
1.212121212121212155e-01,-6.567402522987469959e-02
1.313131313131313260e-01,2.057288577966929766e-01
1.414141414141414366e-01,1.235581849860964976e-01
1.515151515151515194e-01,1.153473881626264214e-01
1.616161616161616299e-01,-1.594118507357070516e-02
1.717171717171717404e-01,5.945095377831305372e-02
1.818181818181818232e-01,-3.610067886079322552e-03
1.919191919191919338e-01,1.943459403362901572e-01
2.020202020202020443e-01,1.827921682865501704e-02
2.121212121212121271e-01,8.451949836617153600e-02
2.222222222222222376e-01,-1.927284913628424246e-04
2.323232323232323482e-01,-1.067210300974860693e-01
2.424242424242424310e-01,-3.677629302353384311e-02
2.525252525252525415e-01,9.167865884555269351e-02
2.626262626262626521e-01,-6.394987722094695737e-02
2.727272727272727626e-01,1.983401364368426317e-02
2.828282828282828731e-01,1.687837235062147889e-01
2.929292929292929282e-01,1.749229134025016563e-01
3.030303030303030387e-01,1.554884433761635487e-01
3.131313131313131493e-01,4.796854066256553417e-02
3.232323232323232598e-01,6.047799492198888127e-02
3.333333333333333703e-01,1.096311943975171455e-01
3.434343434343434809e-01,2.832080102274231459e-03
3.535353535353535914e-01,1.699735598255188163e-01
3.636363636363636465e-01,2.790376071384166323e-01
3.737373737373737570e-01,-7.518445484982549942e-02
3.838383838383838675e-01,1.809485574639634609e-01
3.939393939393939781e-01,1.220021884264807233e-01
4.040404040404040886e-01,1.031769799487243511e-01
4.141414141414141992e-01,1.345052633176561374e-01
4.242424242424242542e-01,1.418984506554216152e-02
4.343434343434343647e-01,-5.392894162258826674e-03
4.444444444444444753e-01,2.100031128486442855e-01
4.545454545454545858e-01,2.808680119856435398e-01
4.646464646464646964e-01,2.711041387896079291e-01
4.747474747474748069e-01,8.557184811840540251e-02
4.848484848484848619e-01,1.488282270416061148e-01
4.949494949494949725e-01,2.060802632177526905e-01
5.050505050505050830e-01,2.379343319151607516e-01
5.151515151515152491e-01,2.224123727027327024e-01
5.252525252525253041e-01,1.901141575753181601e-01
5.353535353535353591e-01,3.832421001585444853e-01
5.454545454545455252e-01,3.434774676219261025e-01
5.555555555555555802e-01,2.534128161473137575e-01
5.656565656565657463e-01,2.164940376559058022e-01
5.757575757575758013e-01,4.403530049072786889e-01
5.858585858585858563e-01,1.121003617497342009e-01
5.959595959595960224e-01,2.844470103396955496e-01
6.060606060606060774e-01,3.853069463903179281e-01
6.161616161616162435e-01,2.353115044012671631e-01
6.262626262626262985e-01,4.325148236956886105e-01
6.363636363636364646e-01,3.969729776489286377e-01
6.464646464646465196e-01,3.742346778965033871e-01
6.565656565656565746e-01,5.208740385917174365e-01
6.666666666666667407e-01,4.392897361098535569e-01
6.767676767676767957e-01,2.740253304916799859e-01
6.868686868686869618e-01,4.512120183143085717e-01
6.969696969696970168e-01,5.933993958098925381e-01
7.070707070707071829e-01,3.965445402532921659e-01
7.171717171717172379e-01,5.477733734722323167e-01
7.272727272727272929e-01,6.068129689223838996e-01
7.373737373737374590e-01,4.403236128594830712e-01
7.474747474747475140e-01,6.226875175112808192e-01
